pred_conf,pred_area,score,width,height,aspect_ratio,distance_x,distance_y,distance_z
0.7232056260108948,25615.5859375,0.9796252304048748,104.2735595703125,245.65753173828125,0.4244671792982253,10.739219362170413,7.306160390934561,3.7346351146698
0.6969999670982361,27550.150390625,0.9702995487032282,109.3721923828125,251.8935546875,0.43420004342111895,10.764891395599559,7.304443926176642,3.747049570083618
0.7046597599983215,26524.400390625,0.9733802681043102,105.9774169921875,250.28350830078125,0.42342948487372106,10.781644964844897,7.3036867087694155,3.749484062194824
0.7914016246795654,28392.08203125,0.9925116671011174,113.155517578125,250.91204833984375,0.4509768196737342,10.790539363653377,7.301090032419776,3.7732861042022705
0.8154162764549255,27912.396484375,0.9947569224516742,108.77734375,256.6011962890625,0.4239159650193594,10.80315097633095,7.289274558982466,3.7752559185028076
0.7827176451683044,24172.78125,0.9914846446329582,101.7216796875,237.636474609375,0.4280558355139265,10.800823236138537,7.3049664502950655,3.7809958457946777
0.7547246813774109,27641.1796875,0.9871365847390793,111.205810546875,248.55877685546875,0.44740246936256306,10.693685861558631,7.470667359045361,3.8283989429473877
0.8306252360343933,30031.19140625,0.9958189670341246,117.0958251953125,256.466796875,0.45657304033934704,10.474660391242221,7.776083067617034,3.847902536392212
0.6192108988761902,31068.357421875,0.9140211799254754,122.3759765625,253.87628173828125,0.48202997036429057,10.175192231566623,8.223832384309386,3.839317798614502
0.8265343904495239,29238.017578125,0.9955563321530442,116.58203125,250.79351806640625,0.4648526490988929,9.73268058362694,8.846950308045958,3.8290798664093018
0.7734485268592834,26913.43359375,0.9902351124191453,109.44580078125,245.906494140625,0.4450708028827491,9.371505702168658,9.286600843629454,3.835664749145508
0.8100342154502869,26622.462890625,0.9943202619904858,108.9290771484375,244.40179443359375,0.4456967159381252,8.890637005002215,9.693273082933043,3.8542656898498535
0.8073045015335083,25766.4375,0.9940852144154371,108.04248046875,238.48431396484375,0.453038099959384,8.480157101781085,9.83355118390045,3.8759098052978516
0.6612069010734558,27762.736328125,0.9509184464689786,110.32861328125,251.63677978515625,0.43844390861879146,7.871973956258014,9.736044183930968,3.8823795318603516
0.717065691947937,23749.625,0.9777325565182234,107.882568359375,220.143310546875,0.4900560825190444,7.264902794987872,9.479530588349913,3.8740766048431396
0.753295361995697,29052.365234375,0.9868639213049473,110.28131103515625,263.4386901855469,0.4186223024320467,6.585859978825763,9.098471418580626,3.8586833477020264
0.7883886098861694,31380.271484375,0.9921699837779228,118.88916015625,263.94561767578125,0.45043051369122566,5.628867352635577,8.521964565476988,3.829563856124878
0.6813170909881592,33652.84765625,0.9629094431892646,121.6285400390625,276.6854553222656,0.43959137605335025,4.816578591496661,8.014304414949034,3.7940480709075928
0.712429404258728,33376.29296875,0.9761924980381593,114.98776245117188,290.259521484375,0.39615500591721947,3.94730826678963,7.469291199556206,3.757159948348999
0.7438662052154541,48649.41796875,0.9849183439112491,147.9173583984375,328.89593505859375,0.4497390895758125,2.914485657841876,6.824429646691893,3.744544506072998
0.7145311832427979,39571.94921875,0.9769029188454592,172.36065673828125,229.58807373046875,0.7507387206037052,2.263418400914386,6.395438448152159,3.7551004886627197
0.7379576563835144,40738.52734375,0.9835589600170944,176.47979736328125,230.839599609375,0.7645126644731624,1.0159990436145812,5.766242996415709,3.749009609222412
0.8149214386940002,54330.03515625,0.9947182044385231,192.930908203125,281.60357666015625,0.6851152619981,0.9938947803089171,5.728805557450865,3.722679615020752
0.7806543707847595,56908.84375,0.9912208977233328,198.15869140625,287.188232421875,0.6899958599806346,0.9939624911853819,5.686815873345946,3.709761619567871
0.7483811974525452,63481.0703125,0.9858826911511751,203.77294921875,311.5284423828125,0.6541070460858583,1.0162231570789366,5.6112884437652575,3.7173449993133545
0.771700918674469,93259.703125,0.989980081159223,205.011474609375,454.89990234375,0.45067381538907403,1.028675282628253,5.404608026704405,3.737327814102173
0.7362563610076904,88184.71875,0.9831459319938569,196.46337890625,448.86083984375,0.4376932925907272,1.016331875951007,5.059720054826354,3.727647304534912
0.7669926881790161,92658.34375,0.9892599778387136,200.3016357421875,462.59405517578125,0.43299656253921126,0.9591896182605772,4.507904068193053,3.6959493160247803
0.819341242313385,100461.75,0.9950542238953946,249.92431640625,401.96868896484375,0.6217507066280687,0.8886701709339171,4.0893287813278185,3.6966304779052734
0.3242155611515045,25941.34765625,0.4400856061418411,221.4744873046875,117.13018798828125,1.8908403641155753,0.7899772769519835,3.734555736741637,3.707449197769165
0.2596445679664612,29263.580078125,0.41587558691093923,264.567626953125,110.60906982421875,2.3919162088025785,0.476119244725421,3.5794346487136828,3.7388453483581543
0.514193058013916,41462.4921875,0.7318143068329475,228.60723876953125,181.3699951171875,1.2604468485640232,0.40635033908577256,3.6294450914474474,3.7301132678985596
0.6851840615272522,52494.5234375,0.9648773009371379,222.86907958984375,235.53973388671875,0.9462058732605647,0.3419820910999327,3.6606722032638537,3.7191150188446045
0.6459136009216309,51765.05859375,0.9395383188423816,216.2713623046875,239.35235595703125,0.9035689723627067,0.30173512759895615,3.6622445737930285,3.7162723541259766
0.7019946575164795,50579.28515625,0.9723445897692062,212.3056640625,238.238037109375,0.8911493170380285,0.2681686526844054,3.6588683282943713,3.721240282058716
0.7317311763763428,43556.79296875,0.98199771181833,202.95489501953125,214.6131591796875,0.9456777757490853,0.2651035434314757,3.6429009592147814,3.7279160022735596
0.7073089480400085,43002.4453125,0.9743730415175745,210.6756591796875,204.1168212890625,1.0321327651939898,0.26712724033088975,3.6166448747726427,3.738912343978882
0.6761773824691772,43468.9609375,0.9601343173225332,218.34564208984375,199.083251953125,1.0967554525443164,0.26505299869270615,3.593468919953917,3.7415761947631836
0.5513898730278015,38589.703125,0.8102225951367735,210.63726806640625,183.20452880859375,1.1497383248995627,0.25577470126838975,3.582031980714415,3.7420172691345215
0.46506819128990173,35908.13671875,0.6231536312620468,236.76416015625,151.66204833984375,1.5611299118531603,0.2528345233509093,3.5648353254409777,3.7551441192626953
0.4278530180454254,32923.87890625,0.551853411324551,232.087646484375,141.85968017578125,1.6360367244363614,0.24887486758919053,3.561326280793761,3.790907621383667
0.4388658404350281,29280.1171875,0.5713402183552359,208.647216796875,140.3331298828125,1.4867994248479266,0.18732758823128037,3.5610320722671496,3.82076358795166
0.4463566839694977,33091.30078125,0.5854190643275444,224.70587158203125,147.26495361328125,1.5258611507264,0.043258870274737404,3.553929821214293,3.7667181491851807
0.3676139712333679,35124.7421875,0.47242175606628833,239.255859375,146.80828857421875,1.6297162898540603,0.15494421657828994,3.547917143067931,3.6164886951446533
0.6143673062324524,44780.00390625,0.9085297234077447,225.08892822265625,198.943603515625,1.1314207858157037,0.31452444729118056,3.539900795182799,3.46089506149292
0.7221645712852478,59303.84375,0.9793156190749024,231.9971923828125,255.62310791015625,0.9075751964660115,0.46158484157828994,3.537640110215758,3.399425983428955
0.716403067111969,65328.4453125,0.9775184627516531,232.39642333984375,281.1077880859375,0.8267164169382522,0.740163599818036,3.532466665467833,3.4762213230133057
0.7570602297782898,64878.5078125,0.9875702551795298,235.35638427734375,275.66070556640625,0.8537901105409699,1.1347091549327821,3.505549446305846,3.520320415496826
0.7508570551872253,62785.890625,0.9863856836884042,249.50860595703125,251.63818359375,0.9915371442985903,1.8411786907604188,3.4070685064407336,3.5273916721343994
0.8088028430938721,118078.8671875,0.9942153998845111,306.296630859375,385.50494384765625,0.7945336000163392,2.4971559399059267,3.270029321870421,3.5028669834136963
0.7322279214859009,62874.2109375,0.9821273707233281,228.96136474609375,274.606201171875,0.8337807513778164,3.3018901699474306,3.092503801545714,3.4792115688323975
0.8211512565612793,71288.875,0.9951856333560554,245.38916015625,290.5135498046875,0.8446737177017228,3.8513610714366884,2.9722020780654894,3.476069211959839
0.6867267489433289,135602.8125,0.9656347033993611,257.99267578125,525.6072387695312,0.4908468848055094,4.354230677454755,2.785215154847716,3.4839038848876953
0.7200778722763062,176505.21875,0.978681316687734,307.111083984375,574.7276611328125,0.5343593231254018,4.886955057947919,2.3197062170120226,3.4801409244537354
0.6790769696235657,184803.9375,0.9617228169565262,334.35498046875,552.7177734375,0.604928946629139,5.314793383448407,1.6512258207412707,3.4546144008636475
0.7148681879043579,138774.265625,0.9770149200919214,278.7381591796875,497.8660583496094,0.5598657600875317,5.679666315882489,0.7707684194656359,3.444183826446533
0.725829541683197,133937.78125,0.9803858733112137,279.100341796875,479.89111328125,0.5815909777710397,5.943191325037763,0.06261609438934457,3.442080497741699
0.7682197690010071,115494.625,0.9894524094321697,255.9166259765625,451.2978515625,0.5670681238355524,6.258186137049481,1.2249243104843153,3.465589761734009
0.7408613562583923,106675.0078125,0.9842412824290678,251.574462890625,424.029541015625,0.5932946612353001,6.481365000574872,2.233395799436952,3.477485418319702
0.7664567232131958,106938.265625,0.9891748497849656,249.77911376953125,428.13134765625,0.5834170170834602,6.684823786585614,3.50190852526703,3.4722042083740234
0.746314525604248,93798.1953125,0.9854489791193306,218.19647216796875,429.8795166015625,0.5075758758940961,6.850871836512372,4.825234636106874,3.47983980178833
