pred_conf,pred_area,score,distance_x,distance_y,distance_z
0.7765399217605591,97763.0234375,0.9906707012885135,5.224105084569171,3.5898401891799914,1.1322486400604248
0.7940719723701477,94490.5,0.9928021589209736,5.22874137225838,3.5928404485794054,1.1243276596069336
0.7808120250701904,93322.109375,0.9912413314382633,5.226368630559161,3.600060716828917,1.1159987449645996
0.7828540205955505,95206.90625,0.9915017996504123,5.2329961902210265,3.595294491014098,1.1199920177459717
0.7819348573684692,92076.53125,0.9913855135936231,5.232821667821124,3.594381824693297,1.1140151023864746
0.7751465439796448,86930.7265625,0.9904767881898349,5.223087037236407,3.60380436535797,1.0484087467193604
0.7361103892326355,88933.9765625,0.9831100282533043,5.213612282902911,3.612412468156432,1.0023733377456665
0.7444277405738831,95757.0625,0.9850416899551133,5.210531914860919,3.616746202668761,0.9542781114578247
0.7226816415786743,98293.703125,0.9794699595881234,5.193734372288898,3.6426992570968615,0.987244725227356
0.7185303568840027,90855.8203125,0.9781988548971688,5.146952355534747,3.721621528825377,1.044105887413025
0.7472679615020752,109005.71875,0.9856506586262399,4.984080994755939,3.95463706608734,1.115460753440857
0.6643190979957581,101323.7421875,0.9529816327773822,4.771877015263751,4.237035289964293,1.1534245014190674
0.767876148223877,98164.5,0.9893988665538453,4.63923999133797,4.415777937135314,1.1494923830032349
0.6946462392807007,106618.6171875,0.9692868515613181,4.255965912968829,4.894018188676451,1.0976182222366333
0.7417739629745483,82397.484375,0.984449982563817,4.101772511632159,5.090288654527281,1.0834910869598389
0.7349188327789307,82109.375,0.98281415849442,3.8315064555713683,5.410906091889952,1.083884596824646
0.7243128418922424,84531.1484375,0.9799496102445522,3.5547620898792296,5.685919538697814,1.1270968914031982
0.7337297201156616,75052.6796875,0.9825138835872549,3.219363415867999,5.949427381715392,1.1834511756896973
0.6690367460250854,78206.671875,0.9559580882499932,3.0381505137989073,6.0811288511367785,1.1967345476150513
0.7754827737808228,71941.1875,0.9905239404425281,2.692031109959796,6.340528622827147,1.1990960836410522
0.7424027919769287,69097.6640625,0.9845922186726519,2.3946506625721007,6.592996016702269,1.1623494625091553
0.7465593218803406,77032.6640625,0.9855010228979995,2.267878735692218,6.703522041997527,1.130321979522705
0.7446204423904419,61274.48828125,0.9850837915814075,2.021998608739093,6.882239595613097,1.0658711194992065
0.712191104888916,64830.0234375,0.9761106404360183,1.7494966632434874,7.045264229735945,1.0353223085403442
0.7142636775970459,69618.7578125,0.9768136423412407,1.3227960712024718,7.246637315115546,1.0225343704223633
0.7645184397697449,89978.609375,0.9888614252264827,0.6544839984485655,7.5217090925189005,1.0662957429885864
0.7402700781822205,68070.3671875,0.9841046132330986,0.11593076053352647,7.749220029077147,1.1024130582809448
0.7105955481529236,65211.078125,0.9755555657118538,0.22200564083366103,7.894618467053984,1.1232155561447144
0.7599418759346008,61421.4453125,0.9880856394185815,0.8065688961437196,8.153828815183257,1.1426775455474854
0.7051765322685242,54232.25,0.9735767634669652,1.3578327053478212,8.405254737100218,1.1413153409957886
0.7053297758102417,50985.79296875,0.9736347656863891,1.6009929531505556,8.512074485978697,1.1162891387939453
0.6378046274185181,49684.66796875,0.9325966349003035,2.311837946741864,8.780922666749571,1.0464766025543213
0.7199102640151978,60256.21484375,0.9786295628557123,2.751084124415204,8.903631106576537,1.0248041152954102
0.7005256414413452,52610.66796875,0.9717574355839166,3.948314463465497,9.182788506707762,1.0098392963409424
0.7423564195632935,53600.4453125,0.98458177300488,5.278031145899579,9.445870653352355,1.0329439640045166
0.6495944261550903,43783.54296875,0.9424746893275384,5.877635752527997,9.559673563203429,1.0661191940307617
0.7467424273490906,45233.80859375,0.9855398324665795,6.77171496090202,9.773889318666075,1.1223076581954956
0.7638405561447144,37217.12109375,0.9887497220829018,7.066438471644208,9.862270370683287,1.1260992288589478
0.7249919772148132,41887.96484375,0.9801461028937388,7.365985667078778,9.969511762818907,1.1068412065505981
0.6628096699714661,31848.818359375,0.9519910795379083,7.523700510828778,10.078717962464903,1.0437477827072144
0.6944503784179688,30075.056640625,0.9692011248971766,7.567302500574872,10.124855056962584,1.0146669149398804
0.6730917692184448,27658.869140625,0.9583768092469331,7.618936335413739,10.240273014268492,0.9949538111686707
0.7388091087341309,30892.83984375,0.9837619595417028,7.675102030604169,10.436990991792296,1.001817226409912
0.7920787334442139,19591.94140625,0.992586403404744,7.804771220057294,10.884001270494078,1.0507581233978271
0.7194706201553345,21624.71875,0.9784932347037474,7.897111689417645,11.136239067277526,1.0859438180923462
0.7179841995239258,22386.18359375,0.9780260863265929,8.142213618128583,11.706750169953917,1.1566734313964844
0.7318009734153748,20806.1171875,0.9820159849114536,8.405669962733075,12.258421674928282,1.2149522304534912
0.8595386147499084,20793.19140625,0.9972835855219838,8.569177424280927,12.608458296022032,1.229866862297058
0.8846325874328613,20439.837890625,0.9981330158727042,8.798860346644208,13.04154850598297,1.2259052991867065
0.8042880892753601,21250.037109375,0.9938142685841125,9.034652506678388,13.476165548524474,1.1715079545974731
